Word,Count,Song
fight,1,Shake It
own,1,Shake It
battles,1,Shake It
harder,1,Shake It
rattle,1,Shake It
he,2,Shake It
then,1,Shake It
tackle,1,Shake It
bite,1,Shake It
apple,1,Shake It
so,2,Shake It
juicy,1,Shake It
cum,1,Shake It
made,1,Shake It
snapple,1,Shake It
ayy,1,Shake It
brooke,2,Shake It
muthafuckin,2,Shake It
candy,2,Shake It
charli,3,Shake It
xcx,2,Shake It
tell,2,Shake It
me,5,Shake It
what,2,Shake It
want,2,Shake It
daddy,1,Shake It
little,2,Shake It
bit,2,Shake It
sugar,1,Shake It
cocainecolored,1,Shake It
sheets,1,Shake It
where,1,Shake It
bouncin,1,Shake It
bounce,1,Shake It
turn,1,Shake It
mansion,1,Shake It
palace,1,Shake It
ya,1,Shake It
richter,1,Shake It
scale,1,Shake It
crucify,1,Shake It
body,1,Shake It
holy,1,Shake It
grail,1,Shake It
lean,1,Shake It
sippin,1,Shake It
cup,1,Shake It
strip,1,Shake It
club,1,Shake It
hey,1,Shake It
magic,1,Shake It
city,1,Shake It
double,1,Shake It
ds,1,Shake It
allnatural,1,Shake It
big,1,Shake It
titties,1,Shake It
boxfresh,1,Shake It
vibrator,1,Shake It
firstclass,1,Shake It
fast,1,Shake It
concorde,1,Shake It
damn,1,Shake It
insane,1,Shake It
straightjacket,1,Shake It
still,1,Shake It
safe,1,Shake It
cant,1,Shake It
handle,1,Shake It
jelly,1,Shake It
plate,1,Shake It
leave,1,Shake It
shook,1,Shake It
beyoncé,1,Shake It
sha,1,Shake It
darling,1,Shake It
say,1,Shake It
please,1,Shake It
haha,2,Shake It
pabllo,2,Shake It
vittar,1,Shake It
pra,3,Shake It
começar,1,Shake It
direito,1,Shake It
eu,5,Shake It
soletro,1,Shake It
você,1,Shake It
rainha,1,Shake It
se,2,Shake It
escreve,1,Shake It
com,2,Shake It
dois,2,Shake It
l,1,Shake It
e,2,Shake It
t,1,Shake It
como,1,Shake It
estagiário,1,Shake It
trabalho,1,Shake It
tô,1,Shake It
sem,1,Shake It
tempo,1,Shake It
tenho,1,Shake It
um,1,Shake It
problema,1,Shake It
resolvo,1,Shake It
talento,1,Shake It
dedinho,1,Shake It
na,1,Shake It
boca,1,Shake It
sou,2,Shake It
uma,3,Shake It
tentação,1,Shake It
pista,1,Shake It
pega,1,Shake It
fogo,1,Shake It
derretendo,1,Shake It
o,2,Shake It
paredão,1,Shake It
já,1,Shake It
mostrei,1,Shake It
que,3,Shake It
queen,1,Shake It
falo,1,Shake It
sério,1,Shake It
vocês,1,Shake It
coroa,1,Shake It
é,2,Shake It
pesada,1,Shake It
mas,1,Shake It
acostumei,1,Shake It
meu,1,Shake It
popozão,1,Shake It
achei,2,Shake It
aguentasse,1,Shake It
pressão,1,Shake It
ma,1,Shake It
cheguei,1,Shake It
la,1,Shake It
mais,2,Shake It
vez,2,Shake It
love,1,Shake It
uh,2,February 2017
yeah,15,February 2017
,2,February 2017
know,2,February 2017
i,15,February 2017
keep,1,February 2017
on,1,February 2017
saying,1,February 2017
im,1,February 2017
alright,1,February 2017
but,3,February 2017
every,1,February 2017
single,2,February 2017
night,3,February 2017
when,1,February 2017
cut,1,February 2017
off,1,February 2017
the,7,February 2017
lights,1,February 2017
feel,3,February 2017
like,4,February 2017
crying,3,February 2017
your,4,February 2017
picture,1,February 2017
revolving,1,February 2017
in,5,February 2017
my,5,February 2017
mind,2,February 2017
then,1,February 2017
it,9,February 2017
turns,1,February 2017
to,3,February 2017
white,1,February 2017
guess,1,February 2017
i’ll,1,February 2017
go,1,February 2017
blind,1,February 2017
hope,7,February 2017
you,8,February 2017
can,5,February 2017
forgive,5,February 2017
all,10,February 2017
of,1,February 2017
crimes,1,February 2017
read,1,February 2017
wont,1,February 2017
reply,4,February 2017
just,1,February 2017
need,1,February 2017
baby,1,February 2017
needs,1,February 2017
a,6,February 2017
sign,4,February 2017
give,2,February 2017
me,2,February 2017
sorry,3,February 2017
broke,1,February 2017
down,1,February 2017
tore,1,February 2017
heart,1,February 2017
ripped,1,February 2017
apart,1,February 2017
headlights,1,February 2017
dark,1,February 2017
’bout,1,February 2017
grammy,1,February 2017
was,2,February 2017
flyin,1,February 2017
out,1,February 2017
different,1,February 2017
place,1,February 2017
tortured,1,February 2017
and,1,February 2017
drifting,1,February 2017
by,1,February 2017
kept,1,February 2017
dancing,1,February 2017
that,1,February 2017
house,1,February 2017
windows,2,February 2017
turned,2,February 2017
black,2,February 2017
eyes,1,February 2017
were,1,February 2017
rolling,1,February 2017
back,1,February 2017
get,2,February 2017
one,2,February 2017
more,2,February 2017
chance,1,February 2017
call,1,February 2017
only,1,February 2017
whats,1,February 2017
good,1,February 2017
once,1,February 2017
have,1,February 2017
lost,7,February 2017
might,1,February 2017
also,1,February 2017
things,12,February 2017
ive,9,February 2017
done,12,February 2017
i’ve,3,February 2017
i,15,2099
pull,12,2099
up,34,2099
roll,12,2099
fuck,8,2099
fast,4,2099
like,6,2099
a,5,2099
nascar,4,2099
never,6,2099
touch,4,2099
us,4,2099
got,4,2099
visions,4,2099
levels,4,2099
they,8,2099
dont,14,2099
get,4,2099
me,12,2099
quiet,4,2099
no,5,2099
discussions,4,2099
please,4,2099
hush,4,2099
make,4,2099
decisions,4,2099
for,4,2099
you,5,2099
know,6,2099
nothin,4,2099
im,9,2099
pluto,4,2099
neptune,4,2099
future,7,2099
ah,3,2099
,2,2099
woo,2,2099
kill,1,2099
it,3,2099
so,3,2099
deadly,2,2099
ooh,2,2099
zooming,1,2099
jet,1,2099
ski,1,2099
zoom,2,2099
little,1,2099
dose,1,2099
of,1,2099
napalm,1,2099
blow,1,2099
yeah,4,2099
care,2,2099
what,2,2099
she,6,2099
talk,1,2099
about,3,2099
nah,1,2099
all,2,2099
wanna,2,2099
do,1,2099
is,1,2099
my,3,2099
style,1,2099
one,1,2099
on,1,2099
level,1,2099
play,2,2099
nice,1,2099
cause,1,2099
too,2,2099
clever,1,2099
wont,1,2099
show,1,2099
but,4,2099
its,3,2099
crystal,1,2099
way,2,2099
better,2,2099
might,3,2099
pop,1,2099
whatever,1,2099
sell,1,2099
whats,1,2099
selling,1,2099
does,1,2099
last,1,2099
long,1,2099
write,1,2099
that,1,2099
see,1,2099
scared,1,2099
some,1,2099
people,2,2099
tried,1,2099
to,1,2099
save,1,2099
also,1,2099
feeling,1,2099
good,1,2099
than,1,2099
ever,1,2099
could,1,2099
had,1,2099
bad,1,2099
in,1,2099
business,1,2099
gone,2,2099
now,2,2099
cage,1,2099
prison,1,2099
away,1,2099
listen,1,2099
say,1,2099
think,1,2099
the,1,2099
fame,1,2099
nananana,1,2099
